app,teks,rating,sentimen,teks_bersih
com.shopee.id,"shopee ini kenapa thoo? saya sering beli barang di shopee dan mostly pengirimannya melebihi estimasi, udah gitu pelacak pesanannya ga akurat",2,Netral,shopee ini kenapa thoo saya sering beli barang di shopee dan mostly pengirimannya melebihi estimasi sudah gitu pelacak pesanannya tidak akurat
com.shopee.id,Gak sesuaii,1,Netral,tidak sesuaii
com.shopee.id,OK muach,3,Netral,ok muach
com.shopee.id,"saya kasih bintang 3 dulu yaa..soale y payleter saya udu berthun"" egk naik"" tetep 750k..pdhal saya bayar tepat waktu bahkan sbul tanggal y saya sudah bayar..tlong lh admin baikin limit saya ,jangan 750k aja...temen syaa aj baru daftar limit y udh 8jt lebih...semoga dmin bisa naikin limit saya terimakasih🙏🏻 nanti kalau sudah naik ulasan dan bintang y saya full kan😁🙏🏻",3,Netral,saya kasih bintang dulu yaa soale y payleter saya udu berthun egk naik tetep k pdhal saya bayar tepat waktu bahkan sbul tanggal y saya sudah bayar tlong lh admin baikin limit saya jangan k aja temen syaa aj baru daftar limit y udh jt lebih semoga dmin bisa naikin limit saya terimakasih nanti kalau sudah naik ulasan dan bintang y saya full kan
com.shopee.id,"-SANGAT SUSAH UNTUK MENDAPATKAN DRIVER INSTAN (tolong itu ongkir dibenerin, biar driver juga pada mau kerja) biar penjual/pembeli tidak kerepotan karena SELALU GAK ADA DRIVER. -Potongan admin penjual makin membengkak -Tapi kalau ada kesalahan selalu dilimpahkan ke penjual, untuk urus ini itu, walaupun kadang customer/driver yg salah. -Komplen terlalu lama penyelesaiannya, untuk instan SELALU HARUS MENUNGGU 120MENIT, kan customer mau nya cepet cepet cepet. -TOLONG DIPERBAIKI SISTEMNYA",1,Negatif,sangat susah untuk mendapatkan driver instan tolong itu ongkir dibenerin biar driver juga pada mau kerja biar penjual pembeli tidak kerepotan karena selalu tidak ada driver potongan admin penjual makin membengkak tapi kalau ada kesalahan selalu dilimpahkan ke penjual untuk urus ini itu walaupun kadang customer driver yang salah komplen terlalu lama penyelesaiannya untuk instan selalu harus menunggu menit kan customer mau nya cepet cepet cepet tolong diperbaiki sistemnya
com.shopee.id,sekarang susah dapat gratis ongkir judul nya gratis ongkir tapi masih bayar shopee makin aneh,1,Negatif,sekarang susah dapat gratis ongkir judul nya gratis ongkir tapi masih bayar shopee makin aneh
com.shopee.id,kenapa saya tidak bisa menggunakan qris shopepayleter untuk melakukan pembayaran. padahal saya selalu byr tepat waktu. saldo juga mencukupi tapi tidak bisa di pakai. tolong di jawab,2,Netral,kenapa saya tidak bisa menggunakan qris shopepayleter untuk melakukan pembayaran padahal saya selalu byr tepat waktu saldo juga mencukupi tapi tidak bisa di pakai tolong di jawab
com.shopee.id,pengiriman lama melewati estimasi nya,3,Netral,pengiriman lama melewati estimasi nya
com.shopee.id,Kenapa tidak bisa di download?,1,Netral,kenapa tidak bisa di download
com.shopee.id,"Aplikasi sangat buruk, tidak melakukan apa apa cuma pakai voucher biasa, tiba tiba dibilang melakukan aktivitas mencurigakan lalu perangkat saya diblokir, sudah mengisi form dll tidak ada tindak lanjut👎👎👎👎👎👎",1,Negatif,aplikasi sangat buruk tidak melakukan apa apa cuma pakai voucher biasa tiba tiba dibilang melakukan aktivitas mencurigakan lalu perangkat saya diblokir sudah mengisi form dll tidak ada tindak lanjut
com.shopee.id,video shope tidak dibuka suara terus diputar sangat menggangu,3,Netral,video shope tidak dibuka suara terus diputar sangat menggangu
com.shopee.id,setiap mau mesan shopeefood belakangan ini gabisa opsi cod Mulu padahal dikasih opsinya bisa gitu dan juga sekarang setiap mau mesan malah gabisa dengan alasan jarak yg terlalu jauh padahal udah sering beli makanan di tempat yg sama tanpa ubah alamat sama sekali sebelumnya bisa aja,3,Netral,setiap mau mesan shopeefood belakangan ini gabisa opsi cod mulu padahal dikasih opsinya bisa gitu dan juga sekarang setiap mau mesan malah gabisa dengan alasan jarak yang terlalu jauh padahal sudah sering beli makanan di tempat yang sama tanpa ubah alamat sama sekali sebelumnya bisa aja
com.shopee.id,saya baru 2 kali nge cancel udah gk bisa belanja lagi,1,Netral,saya baru kali nge cancel sudah gk bisa belanja lagi
com.shopee.id,aplikator zholim!!!!,1,Netral,aplikator zholim
com.shopee.id,lambat loading,2,Negatif,lambat loading
com.shopee.id,akun aku hilang padahal udah silver 😭 shoppe juga update tanpa pemberitahuan,3,Netral,akun aku hilang padahal sudah silver shoppe juga update tanpa pemberitahuan
com.shopee.id,"Shopee sih ok yak membantu biar orang ngak capek² keluar nyari barang yg di pingin, cuma untuk payleternya telat shri aja kena 35rb , gila bgt gk nyape shrian full, paginya di bayar krn kmrin nya mau bayar lagi eror trs, sumpah gk ikhlas bgt, bsk² kaga mau gua pk shopee lagi klo tau kaya gini..bating bgt dendanya gk kira2.",3,Positif,shopee sih ok yak membantu biar orang ngak capek keluar nyari barang yang di pingin cuma untuk payleternya telat shri aja kena rb gila banget gk nyape shrian full paginya di bayar karena kmrin nya mau bayar lagi eror trs sumpah gk ikhlas banget bsk kaga mau gua pk shopee lagi kalau tau kaya gini bating banget dendanya gk kira
com.shopee.id,"Kualitas Pengiriman menurun dan sangat lambat sdh 4 hari belum update pergerakan jujur ya sangat kecewa, ga kaya biasanya paling lama 8/9 hari sdh sampai luar pulau. tolong di benahi lagi masalah pengiriman soalnya takut orang orang berpindah jasa pengiriman",1,Negatif,kualitas pengiriman menurun dan sangat lambat sdh hari belum update pergerakan jujur ya sangat kecewa tidak kaya biasanya paling lama hari sdh sampai luar pulau tolong di benahi lagi masalah pengiriman soalnya takut orang orang berpindah jasa pengiriman
com.shopee.id,skrg shope susah buat dpt driver g cocok KLO LG laper pesen mkn dishope,1,Negatif,skrg shope susah buat dpt driver g cocok kalau lg laper pesen mkn dishope
com.shopee.id,paket lama dateng nya,1,Netral,paket lama dateng nya
com.shopee.id,"tolong dong admin, perbaiki lagi untuk jasa instan kirim nya, disana tertulis 2 jam Sampai, ini aja mulai dari konfirmasi Orderan udah 6 jam gak dapat driver, costamer marah-marah, di bilang toko kurang gercep, gak amanah, pas nyampe kami di kasih bintang 1, padahal pas orderan masuk kami langsung packing, tolong dong telat packing toko kenak pinalti, telat dikit batal, tapi ini driver nya susah dapat susah,",1,Negatif,tolong dong admin perbaiki lagi untuk jasa instan kirim nya disana tertulis jam sampai ini aja mulai dari konfirmasi orderan sudah jam tidak dapat driver costamer marah marah di bilang toko kurang gercep tidak amanah pas nyampe kami di kasih bintang padahal pas orderan masuk kami langsung packing tolong dong telat packing toko kenak pinalti telat dikit batal tapi ini driver nya susah dapat susah
com.shopee.id,"tapi sayang sekarang ada oknum seler lama dalam pengemasan padahal barangnya simpel pengemasan memakan waktu sampai 2hari. yang bagian pengiriman juga beberapa kali barang saya berhenti sampai 3 hari di lokasi proses pengriman dan karena robotnya shoope tidak canggih,maka informasi jaminan tepat waktupun ikut mundur.makin lama shopee makin lemot pengirimannya tidak memperhatikan konsumen.",3,Netral,tapi sayang sekarang ada oknum seler lama dalam pengemasan padahal barangnya simpel pengemasan memakan waktu sampai hari yang bagian pengiriman juga beberapa kali barang saya berhenti sampai hari di lokasi proses pengriman dan karena robotnya shoope tidak canggih maka informasi jaminan tepat waktupun ikut mundur makin lama shopee makin lemot pengirimannya tidak memperhatikan konsumen
com.shopee.id,kena tipu beli lcd iPhone 6 plus copotan deskripsi nya normal di chat penjual nya bilang normal dtang bayar zonk kabel home fleksibel nya putus tc engga bisa di sentuh tampilan gelap minta return atau balik dana setengah harga engga bisa pihak shope tidak bisa ngapa ngapain bikin laporan percuma karna dan udh di lepas ke penjual kayanya yang jadi korban penipu toko itu banyak soalnya toko udah berjalan 4thn,1,Netral,kena tipu beli lcd iphone plus copotan deskripsi nya normal di chat penjual nya bilang normal dtang bayar zonk kabel home fleksibel nya putus tc engga bisa di sentuh tampilan gelap minta return atau balik dana setengah harga engga bisa pihak shope tidak bisa ngapa ngapain bikin laporan percuma karna dan udh di lepas ke penjual kayanya yang jadi korban penipu toko itu banyak soalnya toko sudah berjalan thn
com.shopee.id,"mohon bikin aturan buat para penjual tolong buatkan video proses pembuatan barang jadi paket, lalu kirim videonya ke pembeli sebelum diantar, jangan cuma video unboxing pembeli aja, penjual juga wajib bikin video memasukan barang di proses pembungkusan, saya paling benci kalo ada kejadian beli barang seperti baju hitam yang datang warna putih padahal di bungkus paket jelas tertulis warna hitam, dan pastikan si penjual meyakinkan barang yang benar sesuai yang dipesan oleh pembeli",2,Netral,mohon bikin aturan buat para penjual tolong buatkan video proses pembuatan barang jadi paket lalu kirim videonya ke pembeli sebelum diantar jangan cuma video unboxing pembeli aja penjual juga wajib bikin video memasukan barang di proses pembungkusan saya paling benci kalo ada kejadian beli barang seperti baju hitam yang datang warna putih padahal di bungkus paket jelas tertulis warna hitam dan pastikan si penjual meyakinkan barang yang benar sesuai yang dipesan oleh pembeli
com.shopee.id,lama kepental² sampe 2 Minggu giliran udah nyampe paket nya rusak di retur sampe 19 hari uang belum di balikin saya nyesel sudah pakai aplikasi shopee nggak lagi² penanganan nya kurang bagus. lama dan tidak tepat waktu,1,Positif,lama kepental sampe minggu giliran sudah nyampe paket nya rusak di retur sampe hari uang belum di balikin saya nyesel sudah pakai aplikasi shopee nggak lagi penanganan nya kurang bagus lama dan tidak tepat waktu
com.shopee.id,masih menjadi apk terburuk untuk pelayanan apalagi splaternya,1,Netral,masih menjadi aplikasi terburuk untuk pelayanan apalagi splaternya
com.shopee.id,aplikasi ngebug aneh masa pas menu pencarian klik barang pas kembali jadi ke halaman utama???? bukannya ke halaman yg di cari tadi aneh ribet mauqqqqqqqqq nayri barang pun d bikin susah,1,Negatif,aplikasi ngebug aneh masa pas menu pencarian klik barang pas kembali jadi ke halaman utama bukannya ke halaman yang di cari tadi aneh ribet mauqqqqqqqqq nayri barang pun d bikin susah
com.shopee.id,Udah nunggu barang lama lama tapi ujung ujungnya malah diretur barangnya. bukan soal uangnya tapi butuh barangnya,1,Netral,sudah nunggu barang lama lama tapi ujung ujungnya malah diretur barangnya bukan soal uangnya tapi butuh barangnya
com.shopee.id,"makin lama makin gak jelas, barang salah dikembalikan kok ditolak,, anehhh",1,Netral,makin lama makin tidak jelas barang salah dikembalikan kok ditolak anehhh
com.shopee.id,aplikasi penindas para penjual.....,1,Netral,aplikasi penindas para penjual
com.shopee.id,"Aplikasi semakin berat, penuh iklan, dan penuh bug. Mau checkout saja dipersulit sistem yang error. Kejadian saldo terpotong/koin hilang saat transaksi gagal sudah berulang kali terjadi. CS hanya kasih jawaban template 'tunggu 2x24 jam'. Professionalitas nol! Perbaiki stabilitas sistem dulu baru tambah fitur video/game tidak jelas.",1,Negatif,aplikasi semakin berat penuh iklan dan penuh bug mau checkout saja dipersulit sistem yang error kejadian saldo terpotong koin hilang saat transaksi gagal sudah berulang kali terjadi cs hanya kasih jawaban template tunggu x jam professionalitas nol perbaiki stabilitas sistem dulu baru tambah fitur video game tidak jelas
com.shopee.id,"gara"" pajak, seller wajjibin beli banyak padahal beli sekalian sama yg lain, jadi banyak banget peritem",1,Netral,gara pajak seller wajjibin beli banyak padahal beli sekalian sama yang lain jadi banyak banget peritem
com.shopee.id,pelayanan sangat lama,1,Netral,pelayanan sangat lama
com.shopee.id,iklannya meresahkan,1,Netral,iklannya meresahkan
com.shopee.id,Makin kesini seller tambah kacau.. barang sering kurang.. kadang rusak.. tambah malas belanja di shoppe,3,Netral,makin kesini seller tambah kacau barang sering kurang kadang rusak tambah malas belanja di shoppe
com.shopee.id,hati hati skrg sistem nya makin nga bener.. kurir jg ada yg nakal..BRG hilang di kurir seller yg ganti.. udah ada video unboxing jg kita yg ganti rugi.. sistem bobrok,1,Negatif,hati hati skrg sistem nya makin nga bener kurir juga ada yang nakal brg hilang di kurir seller yang ganti sudah ada video unboxing juga kita yang ganti rugi sistem bobrok
com.shopee.id,pengiriman terlalu lama dibanding tiktokshop sekarang saya Mala sering belanja di tiktok shop tlg di perbarui lagi untuk pengirimanya,1,Netral,pengiriman terlalu lama dibanding tiktokshop sekarang saya mala sering belanja di tiktok shop tlg di perbarui lagi untuk pengirimanya
com.shopee.id,gak bisa buat belanja,3,Netral,tidak bisa buat belanja
com.shopee.id,"shopee coba dong, di privasiin lagi untuk akun dan NO pengguna, karna banyak bnget penipuan mengatas namakan dari pihak oren🙏🙏",3,Netral,shopee coba dong di privasiin lagi untuk akun dan no pengguna karna banyak bnget penipuan mengatas namakan dari pihak oren
com.shopee.id,"padahal saya sudah senang banget belanja di shopee tapi karna 1 toko yg tidak amanah,saya bener bener kecewa dan langsung saya uninstall aplikasi nya,padahal banyak banget yg aku rencanakan belanja di shopee..",1,Negatif,padahal saya sudah senang banget belanja di shopee tapi karna toko yang tidak amanah saya bener bener kecewa dan langsung saya uninstall aplikasi nya padahal banyak banget yang aku rencanakan belanja di shopee
com.shopee.id,bug mulu,2,Netral,bug mulu
com.shopee.id,pengiriman lambat dan lama 1 bulan baru sampai,1,Negatif,pengiriman lambat dan lama bulan baru sampai
com.shopee.id,di peraturan affiliasi pelanggaran hanya di nonaktifkan sementara selama 1 bulan ga bisa posting. ehh giliran waktunya pencairan komisi uda isi formulir pembayaran dll malah di nonaktifin shopee payah ngomong ajaa ga mau mbayar komisi sayaa. gunanya kebijakan itu dibaca. bukan disalahgunakan!!,1,Netral,di peraturan affiliasi pelanggaran hanya di nonaktifkan sementara selama bulan tidak bisa posting ehh giliran waktunya pencairan komisi uda isi formulir pembayaran dll malah di nonaktifin shopee payah ngomong ajaa tidak mau mbayar komisi sayaa gunanya kebijakan itu dibaca bukan disalahgunakan
com.shopee.id,"penyelesai an masalah yang lambat dan/atau tidak tuntas berlarut larut, tidak ada sanksi untuk kurir yg nakal .. juga sekarang hati hati ketika klik CO di aplikasi shopee, harga di halaman awal/iklan dengan halaman mau CO bisa naik tanpa ada rinciannya",2,Negatif,penyelesai an masalah yang lambat dan atau tidak tuntas berlarut larut tidak ada sanksi untuk kurir yang nakal juga sekarang hati hati ketika klik co di aplikasi shopee harga di halaman awal iklan dengan halaman mau co bisa naik tanpa ada rinciannya
com.shopee.id,"hapus aja itu menu food nya, ngeselin bett udah nyoba 6 kali ga dapet driver trus. makanya kalau ngasih komisi yang benar dong jangan dipotong terus kasian driver, yg kena bukan driver doang, tapi client lu juga!!",2,Netral,hapus aja itu menu food nya ngeselin bett sudah nyoba kali tidak dapet driver trus makanya kalau ngasih komisi yang benar dong jangan dipotong terus kasian driver yang kena bukan driver doang tapi client lu juga
com.shopee.id,lambat lemot,1,Negatif,lambat lemot
com.shopee.id,barang yang kirim patah mulu,1,Netral,barang yang kirim patah mulu
com.shopee.id,"kenapa sekarang metode COD tidak bisa padahal dulu aman"" saja udh langganan Shopee bertahun"" jadi males",2,Netral,kenapa sekarang metode cod tidak bisa padahal dulu aman saja udh langganan shopee bertahun jadi males
com.shopee.id,"apaan aku ditolak terus s pinjam sama s pay later .... aplikasi edan, iklan doang membantu taunya nipu",1,Netral,apaan aku ditolak terus s pinjam sama s pay later aplikasi edan iklan doang membantu taunya nipu
com.shopee.id,"Shopee pengiriman instan tidak profesional, estimasi 2 jam, 4 jam sama saja gak ada yang beres, rata-rata melebihi batas estimasi tiba, kadang penjual tidak melihat notifikasi jika ada pembelian dari pelanggan, pilihan kurir yang ditunjuk pun tidak ada yang tepat waktu, jangankan antar, pick up pun telat hampir 1-2 jam, sedang pilihan pelanggan adalah instan 2 jam atau 4 jam, semakin gak rekomendasi untuk membeli alat atau kebutuhan yang dibutuhkan secara cepat",1,Positif,shopee pengiriman instan tidak profesional estimasi jam jam sama saja tidak ada yang beres rata rata melebihi batas estimasi tiba kadang penjual tidak melihat notifikasi jika ada pembelian dari pelanggan pilihan kurir yang ditunjuk pun tidak ada yang tepat waktu jangankan antar pick up pun telat hampir jam sedang pilihan pelanggan adalah instan jam atau jam semakin tidak rekomendasi untuk membeli alat atau kebutuhan yang dibutuhkan secara cepat
com.shopee.id,"tolong ini buat developernya perbaiki aplnya, saya gak bisa chek out padahal gak ada update, ditoko manapun gak bisa di chek out barangnya, kira2 kenapa ya",3,Netral,tolong ini buat developernya perbaiki aplnya saya tidak bisa chek out padahal tidak ada update ditoko manapun tidak bisa di chek out barangnya kira kenapa ya
com.shopee.id,"Baru juga download, tiba tiba akun dibatasi, padahal gak punya riwayat krimnal diaplikasi",1,Netral,baru juga download tiba tiba akun dibatasi padahal tidak punya riwayat krimnal diaplikasi
com.shopee.id,"bagus membantu,tapi masalah pengiriman ga usah ada pioritas2 segala,sama2 beli,bayar,gratis ongkir atau juga sama,inti nya sampai barang bayar,barang di penyortiran ampe seharian blm di antet,kalo yg lagi perlu buat kastamer kan jadi ny tertunda.",2,Positif,bagus membantu tapi masalah pengiriman tidak usah ada pioritas segala sama beli bayar gratis ongkir atau juga sama inti nya sampai barang bayar barang di penyortiran ampe seharian blm di antet kalo yang lagi perlu buat kastamer kan jadi ny tertunda
com.shopee.id,pengiriman buruk untuk 3minggu terakhir ini ..gak ngerti orang buat usaha.,1,Negatif,pengiriman buruk untuk minggu terakhir ini tidak ngerti orang buat usaha
com.shopee.id,"bukan gimana ya, tapi aneh gitu, kita mesan tapi dibatalin sama pihak Shopee? alasan nya aktivitas tidak wajar, apaan bgt? padahal belum pernah return paket, lagian juga bayar, kenapa gini sekarang?",1,Netral,bukan gimana ya tapi aneh gitu kita mesan tapi dibatalin sama pihak shopee alasan nya aktivitas tidak wajar apaan banget padahal belum pernah return paket lagian juga bayar kenapa gini sekarang
com.shopee.id,singkat saja,1,Netral,singkat saja
com.shopee.id,"dah beli voucher buat makan, malah dibatalin sepihak angus dong voucher nya",3,Netral,dah beli voucher buat makan malah dibatalin sepihak angus dong voucher nya
com.shopee.id,pengiriman paket selalu lambat.,1,Negatif,pengiriman paket selalu lambat
com.shopee.id,Aplikasi Shopee bagus tapi masih ada kurang nya penjual nya barangnya tidak sesuai yang diharapkan perlu diperhatikan lagi biar konsen tidak kecewa 🙏,3,Netral,aplikasi shopee bagus tapi masih ada kurang nya penjual nya barangnya tidak sesuai yang diharapkan perlu diperhatikan lagi biar konsen tidak kecewa
com.shopee.id,"TABUNG EMAS DI SHOPEE MALAH RUGI DARI 600RB CUMA BISA TARIK 400RBAN, GAK BISA DITARIK 130RB. KATANYA KALAU MAU TARIK 100RB HARUS TUTUP AKUN DAN PROSESNYA RIBET HARUS OFFLINE. POTONGAN BIAYA PENJUALAN 20%-30% BIKIN MAKIN RUGI, BELANJA INI ITU BANYAK BIAYA LAINNYA. CS JUGA ROBOT, SUSAH MAU HUBUNGI CS MANUSIA MAKIN KESINI MAKIN GAK BAGUS.",1,Negatif,tabung emas di shopee malah rugi dari rb cuma bisa tarik rban tidak bisa ditarik rb katanya kalau mau tarik rb harus tutup akun dan prosesnya ribet harus offline potongan biaya penjualan bikin makin rugi belanja ini itu banyak biaya lainnya cs juga robot susah mau hubungi cs manusia makin kesini makin tidak bagus
com.shopee.id,"aplikasi kurg ajar, iklannya ganggu bgt, mana susah keluar, iklannya jg maksa",2,Negatif,aplikasi kurg ajar iklannya ganggu banget mana susah keluar iklannya juga maksa
com.shopee.id,selalu aj begini... pengiriman lelet.... kurirnya kurang ajar TDK ad yg ramah. lama2 malas co di apk ini,1,Netral,selalu aj begini pengiriman lelet kurirnya kurang ajar tidak ad yang ramah lama malas co di aplikasi ini
com.shopee.id,"mulai kureng sama shopee gue ni, kurir nye gada yg bener.. paket gue beberapa hari ini ketunda terus kurir nye gapernah sampe ke rumah bermacem alesan si kurir ty emang gimane pihak shopee ni tindakan nye!!!... padahal udah lama pake shopee, baru kali ini dapet perlakuan begini!!",2,Netral,mulai kureng sama shopee gue ni kurir nye gada yang bener paket gue beberapa hari ini ketunda terus kurir nye gapernah sampe ke rumah bermacem alesan si kurir ty emang gimane pihak shopee ni tindakan nye padahal sudah lama pakai shopee baru kali ini dapet perlakuan begini
com.shopee.id,kupon pengguna baru penipuan sial!!!,1,Netral,kupon pengguna baru penipuan sial
com.shopee.id,"shopee skrg banyak seller yg menjual barang tipuan ya,tolong donk blokir sangat merugikan bagi konsumen banget menyesal saya lama2 jadi pelanggan shopee sy kerja bukan utk menghidupi para penipu tau",1,Netral,shopee skrg banyak seller yang menjual barang tipuan ya tolong donk blokir sangat merugikan bagi konsumen banget menyesal saya lama jadi pelanggan shopee saya kerja bukan utk menghidupi para penipu tau
com.shopee.id,berhari hari mengunggu kiriman paket lama banget udah lebih dari waktu estimasi,2,Netral,berhari hari mengunggu kiriman paket lama banget sudah lebih dari waktu estimasi
com.shopee.id,"GUYS PLSSS PERCAYA SAMA GUE, JANGAN PAKE SPX, PAKET KALIAN BAKAL DI UNDUR TERUS SAMPAI BULAN DEPAN, KALO PAKET HILANG KARENA SPX UANG KALIAN GAK BAKAL KEMBALI. BETTER JNE ATAU JNT SETIDAKNYA MASIH PUNYA PIKIRAN DIBANDING SPX YANG LEPAS TANGGUNG JAWAB",1,Netral,guys plsss percaya sama gue jangan pakai spx paket kalian bakal di undur terus sampai bulan depan kalo paket hilang karena spx uang kalian tidak bakal kembali better jne atau jnt setidaknya masih punya pikiran dibanding spx yang lepas tanggung jawab
com.shopee.id,"kalau punya aplikasi kredivo jangan beli barang di shopee karena tidak dapat di gunakan,pembayaran sll di arahkan se SEABANK...mendingan beli barang di TOKOPEDIA, LAZADA aja Krn kita sebagai pembeli tidak di paksa masuk ke pembayaran seabank....",1,Netral,kalau punya aplikasi kredivo jangan beli barang di shopee karena tidak dapat di gunakan pembayaran sll di arahkan se seabank mendingan beli barang di tokopedia lazada aja karena kita sebagai pembeli tidak di paksa masuk ke pembayaran seabank
com.shopee.id,"tampilin no kurir kek, biar kita ngga salah kirim foto rumah, takutnya dikira kurir ternyata malah no maling yang pura pura jadi kurir, kan bagus kalo nampilin no kurir jadi terbuka antara pembeli dan penghantar nya",3,Positif,tampilin no kurir kek biar kita ngga salah kirim foto rumah takutnya dikira kurir ternyata malah no maling yang pura pura jadi kurir kan bagus kalo nampilin no kurir jadi terbuka antara pembeli dan penghantar nya
com.shopee.id,"maaf saya kasih bintang 1, jujur awalnya aku senang menggunakan aplikasi ini tpi setelah saya ganti hp dan mau beli pke hp 1 nya malah tidak bisa,katanya terdeteksi melakukan tindakan tidak wajar. aneh banget dan ribet banget benerinya, padahal saya cuma ingin belanja. menurutku aplikasi shope sekarang plenger",1,Netral,maaf saya kasih bintang jujur awalnya aku senang menggunakan aplikasi ini tpi setelah saya ganti hp dan mau beli pke hp nya malah tidak bisa katanya terdeteksi melakukan tindakan tidak wajar aneh banget dan ribet banget benerinya padahal saya cuma ingin belanja menurutku aplikasi shope sekarang plenger
com.shopee.id,"padahal setiap barang datang selalu saya foto, trs tadi saya dpt notif katanya saya hanya memberi bintang saja, akun saya diblokir katanya kalau pengen gk diblokir harus isi shopeepay minimal 2 juta, saya msih pelajar dpt darimana uang sebanyak itu, pdhl msih ada paket saya yg msih dijalan tp akun udh keblokir",2,Netral,padahal setiap barang datang selalu saya foto trs tadi saya dpt notif katanya saya hanya memberi bintang saja akun saya diblokir katanya kalau pengen gk diblokir harus isi shopeepay minimal juta saya msih pelajar dpt darimana uang sebanyak itu pdhl msih ada paket saya yang msih dijalan tapi akun udh keblokir
com.shopee.id,"saya dirugikan oleh shopee, saya menerima paket yang tidak lengkap akibat kelalaian toko dan sudah di akui kalau mereka kirim barang kurang lengkap alasan kehabisan stok. dan saya sudah ajukan pengembalian dana tapi di tolak oleh pihak shopee. dan saya tidak dapat solusi! pihak shopee dan pihak toko sudah merugikan saya!",1,Netral,saya dirugikan oleh shopee saya menerima paket yang tidak lengkap akibat kelalaian toko dan sudah di akui kalau mereka kirim barang kurang lengkap alasan kehabisan stok dan saya sudah ajukan pengembalian dana tapi di tolak oleh pihak shopee dan saya tidak dapat solusi pihak shopee dan pihak toko sudah merugikan saya
com.shopee.id,Shoppe semakin ke sini semakin bobrok. pengiriman lambat banyak biaya penanganan dll. aplikasi lemot sering eror. ga kaya aplikasi TT pengiriman cepat banyak promo. dan aplikasi ga lemot kaya shoppe. tolong dong di perbaiki hallo shoppe,1,Netral,shoppe semakin ke sini semakin bobrok pengiriman lambat banyak biaya penanganan dll aplikasi lemot sering eror tidak kaya aplikasi tt pengiriman cepat banyak promo dan aplikasi tidak lemot kaya shoppe tolong dong di perbaiki hallo shoppe
com.shopee.id,lebih perbanuak lagi promonya,3,Netral,lebih perbanuak lagi promonya
com.shopee.id,"untuk pengajuan pengembalian barang tolong di evaluasi lagi, saya adalah salah satu korban Saldo sebesar 850rb stuck 15hari lebih hingga sekarang masih di validasi.. ini sangat tidak membuat nyaman dan rugi sudah mengupayakan tetapi hasil nihil",1,Negatif,untuk pengajuan pengembalian barang tolong di evaluasi lagi saya adalah salah satu korban saldo sebesar rb stuck hari lebih hingga sekarang masih di validasi ini sangat tidak membuat nyaman dan rugi sudah mengupayakan tetapi hasil nihil
com.shopee.id,"Lemot, lambat, spx gak jelas, lelet, bin tidak sesuai yg di iklankan lambat....lambat....... pada kemana orangnya masih mudik ya ampun gusti",1,Negatif,lemot lambat spx tidak jelas lelet bin tidak sesuai yang di iklankan lambat lambat pada kemana orangnya masih mudik ya ampun gusti
com.shopee.id,Banyak makan Ram. makin setelah diupdate malah makin lemot . sekarang diupdate lg apakah nambahin lemotnya lg. TOLONG PERBAIKANNYA,1,Netral,banyak makan ram makin setelah diupdate malah makin lemot sekarang diupdate lg apakah nambahin lemotnya lg tolong perbaikannya
com.shopee.id,gak ada gratis ongkir & subsidi mahal,2,Negatif,tidak ada gratis ongkir subsidi mahal
com.shopee.id,mau belanja pake aplikasi ajah di persulit...mau cek out ajh gk bisa trs🤔😔,1,Netral,mau belanja pakai aplikasi ajah di persulit mau cek out ajh gk bisa trs
com.shopee.id,saya sudah kecewa sama shopee,3,Negatif,saya sudah kecewa sama shopee
com.shopee.id,sangat kecewa dgn aplikasi shoppe ini terutama pada fitur paylatter nya..apalagi scor parameter nya lebih ke gak fungsi cs shope pun sangat sangat buruk,1,Negatif,sangat kecewa dengan aplikasi shoppe ini terutama pada fitur paylatter nya apalagi scor parameter nya lebih ke tidak fungsi cs shope pun sangat sangat buruk
com.shopee.id,kenapa sekarang pengiriman shopee spx lambat banget,2,Negatif,kenapa sekarang pengiriman shopee spx lambat banget
com.shopee.id,"gaa tau lah shopee ini sekarangg,ga bisaa gunain voucherr,gaa bisaa daptar akun,ga bisaa pakek promo,ga jelas pokoknyaa aplikasi ini bener benerr gaa gunaa!!!!!",1,Netral,gaa tau lah shopee ini sekarangg tidak bisaa gunain voucherr gaa bisaa daptar akun tidak bisaa pakek promo tidak jelas pokoknyaa aplikasi ini bener benerr gaa gunaa
com.shopee.id,"sangat buruk banyak iklan gak jelas,sok asik",1,Negatif,sangat buruk banyak iklan tidak jelas sok asik
com.shopee.id,"notifikasi sering delay, parah🥴",2,Netral,notifikasi sering delay parah
com.shopee.id,kecewa sm Shopee gak bisa retur brang padahal sudh sy jelaskan msh ditolak merugikan klo gini bagus gk ush pesan2 lg sngat merugikan,1,Netral,kecewa sm shopee tidak bisa retur brang padahal sudh saya jelaskan msh ditolak merugikan kalau gini bagus gk ush pesan lg sngat merugikan
com.shopee.id,"aplikasi lambat, respon nya lemot kadang macet",1,Negatif,aplikasi lambat respon nya lemot kadang macet
com.shopee.id,sangat membantu lebih di tingkatkan lagi,3,Positif,sangat membantu lebih di tingkatkan lagi
com.shopee.id,diperbaharui mlh tambh jelek! tolong untuk apknya dibenerin donk 😠,1,Negatif,diperbaharui mlh tambh jelek tolong untuk apknya dibenerin donk
